segment_id,segment_idx,EventId,latitude,longitude,latitudeX,longitudeX,suburb,latitude_suburb,longitude_suburb,Rnk
4ZR4GL4,seg_070,98620,-33.890705500000003,18.67650167,-33.890999999999998,18.677,Cape Town Ward 8,-33.895536249999999,18.6952428171492,1
5AC6YRF,seg_073,129807,-33.928053370000001,18.478858720000002,-33.927999999999997,18.478999999999999,Maitland,-33.922499999999999,18.493055600000002,1
5Y5V87D,seg_083,99223,-33.907127369999998,18.672818530000001,-33.906999999999996,18.672999999999998,Cape Town Ward 8,-33.895536249999999,18.6952428171492,1
6K0F6S9,seg_092,140913,-33.79787554,18.87541285,-33.798000000000002,18.875,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
6LJRHZ3,seg_093,113841,-33.887845159999998,18.629083510000001,-33.887999999999998,18.629000000000001,Tyger Valley,-33.877551650000001,18.632268958423801,1
6Q68JYJ,seg_095,64238,-34.061443629999999,18.79848556,-34.061,18.797999999999998,Cape Town Ward 15,-34.067969750000003,18.830013354875199,1
6VRO5T2,seg_097,151718,-33.74965976,18.993476699999999,-33.75,18.992999999999999,Drakenstein Ward 27,-33.738720000000001,19.0053148287654,1
74A6FL0,seg_101,111448,-33.92286197,18.66398852,-33.923000000000002,18.664000000000001,Cape Town Ward 12,-33.9446984,18.649850221401302,1
7T2W8WU,seg_112,142075,-33.819537449999999,18.793208109999998,-33.82,18.792999999999999,Cape Town Ward 101,-33.8416578,18.744480425458899,1
8ITYQ2Z,seg_121,95547,-33.885588040000002,18.53124438,-33.886000000000003,18.530999999999999,Montague,-33.887760299999997,18.541572719698902,1
8PK91S2,seg_126,89709,-34.032676780000003,18.706251009999999,-34.033000000000001,18.706,Cape Town Ward 96,-34.041646049999997,18.708175503084298,1
8VPPU5N,seg_128,98852,-33.919170000000001,18.43544,-33.918999999999997,18.434999999999999,Cape Town Ward 115,-33.916922149999998,18.4472927830552,1
8WHR0ZV,seg_129,144333,-33.830052969999997,18.754664590000001,-33.829999999999998,18.754999999999999,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
927BHUF,seg_132,141788,-33.885161269999998,18.584245589999998,-33.884999999999998,18.584,Northgate,-33.885202900000003,18.5788787848279,1
BC5XKSB,seg_165,112529,-34.038120319999997,18.72073468,-34.037999999999997,18.721,Cape Town Ward 96,-34.041646049999997,18.708175503084298,1
BDDVLQE,seg_166,103397,-34.087011019999998,18.83691206,-34.087000000000003,18.837,Cape Town Ward 15,-34.067969750000003,18.830013354875199,1
BL0PD9J,seg_169,144097,-33.88602084,18.531288740000001,-33.886000000000003,18.530999999999999,Montague,-33.887760299999997,18.541572719698902,1
BUJJNEA,seg_171,124060,-33.824951710000001,18.77368242,-33.825000000000003,18.774000000000001,Cape Town Ward 101,-33.8416578,18.744480425458899,1
C1ERJ22,seg_173,131477,-33.764262250000002,18.973614210000001,-33.764000000000003,18.974,Drakenstein Ward 15,-33.728518350000002,18.927409713066499,1
C3K236I,seg_174,113206,-33.820750050000001,18.788708280000002,-33.820999999999998,18.789000000000001,Cape Town Ward 101,-33.8416578,18.744480425458899,1
C62YWEF,seg_175,123831,-33.788798040000003,18.92104866,-33.789000000000001,18.920999999999999,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
C6JTJJC,seg_178,82591,-33.85411268,18.701587679999999,-33.853999999999999,18.702000000000002,Cape Town Ward 102,-33.858317550000002,18.681315885458901,1
CJJI1XY,seg_181,98293,-33.729078729999998,19.11893332,-33.728999999999999,19.119,Drakenstein Ward 25,-33.795799199999998,19.1673694532711,1
CRAU339,seg_183,143084,-33.775998909999998,18.957356619999999,-33.776000000000003,18.957000000000001,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
CTB99FS,seg_184,109798,-33.860025720000003,18.69248266,-33.859999999999999,18.692,Cape Town Ward 102,-33.858317550000002,18.681315885458901,1
E4L0I98,seg_200,141108,-33.80871595,18.831037469999998,-33.808999999999997,18.831,Cape Town Ward 101,-33.8416578,18.744480425458899,1
E5D3KEB,seg_201,116691,-34.004741150000001,18.641357880000001,-34.005000000000003,18.640999999999998,Cape Town Ward 18,-34.009719349999997,18.639720485473401,1
EZG7A38,seg_213,89969,-33.997903090000001,18.63662871,-33.997999999999998,18.637,Cape Town Ward 19,-33.9604347,18.670545506248899,1
F5UCVMI,seg_219,149544,-34.043852770000001,18.744027840000001,-34.043999999999997,18.744,Cape Town Ward 109,-34.061419000000001,18.762202924078899,1
F8OXXG7,seg_220,148871,-34.036706700000003,18.716430219999999,-34.036999999999999,18.716000000000001,Cape Town Ward 96,-34.041646049999997,18.708175503084298,1
FWO1XRQ,seg_227,122647,-33.889973339999997,18.676553429999998,-33.890000000000001,18.677,Cape Town Ward 8,-33.895536249999999,18.6952428171492,1
G98H7FR,seg_233,127748,-33.921507640000002,18.439534100000003,-33.921999999999997,18.440000000000001,Cape Town Ward 115,-33.916922149999998,18.4472927830552,1
GBN0X51,seg_234,90228,-33.853155080000001,18.703063459999999,-33.853000000000002,18.702999999999999,Cape Town Ward 102,-33.858317550000002,18.681315885458901,1
GNGA5AC,seg_240,71812,-33.89072487,18.54612444,-33.890999999999998,18.545999999999999,Montague,-33.887760299999997,18.541572719698902,1
GPYNUA8,seg_242,108116,-33.909892919999997,18.67119568,-33.909999999999997,18.670999999999999,Cape Town Ward 3,-33.892930700000001,18.659516249907998,1
GU8ECHB,seg_244,139269,-34.114516420000001,18.87153971,-34.115000000000002,18.872,Cape Town Ward 86,-34.124984300000001,18.851034637617101,1
GUA17R4,seg_245,122116,-33.98763847,18.647213440000002,-33.988,18.646999999999998,Cape Town Ward 19,-33.9604347,18.670545506248899,1
GX2UELI,seg_248,145160,-33.832317779999997,18.746555610000001,-33.832000000000001,18.747,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
H983665,seg_254,127286,-33.725932389999997,19.131882990000001,-33.725999999999999,19.132000000000001,Drakenstein Ward 25,-33.795799199999998,19.1673694532711,1
HR19LL7,seg_266,143847,-33.920816309999999,18.436098520000002,-33.920999999999999,18.436,Cape Town Ward 115,-33.916922149999998,18.4472927830552,1
I2POO7A,seg_269,63216,-33.952298499999998,18.465720749999999,-33.951999999999998,18.466000000000001,Rosebank,-33.951944400000002,18.473888899999999,1
ICNJ23X,seg_272,110788,-34.053340470000002,18.764761700000001,-34.052999999999997,18.765000000000001,Cape Town Ward 109,-34.061419000000001,18.762202924078899,1
IK67XHB,seg_275,100280,-33.96390822,18.655351100000004,-33.963999999999999,18.655000000000001,Cape Town Ward 13,-33.964724099999998,18.644135799023601,1
KVOVDD8,seg_311,122936,-33.789481889999998,18.916692340000001,-33.789000000000001,18.917000000000002,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
KVQ5DMG,seg_312,65257,-33.960305329999997,18.461826640000002,-33.960000000000001,18.462,Rondebosch,-33.9680556,18.4877778,1
LO1OZJ0,seg_323,82802,-33.942359039999999,18.458226610000001,-33.942,18.457999999999998,Cape Town Ward 57,-33.944992399999997,18.461273202271901,1
LO3764F,seg_324,141972,-33.968251979999998,18.57417572,-33.968000000000004,18.574000000000002,Cape Town Ward 40,-33.972198949999999,18.571633856095801,1
M2KOUEK,seg_331,140972,-33.742600539999998,19.01931111,-33.743000000000002,19.018999999999998,Drakenstein Ward 28,-33.781879500000002,19.040621503533401,1
M43AKN2,seg_333,146413,-33.996219969999999,18.63784738,-33.996000000000002,18.638000000000002,Cape Town Ward 114,-33.999112349999997,18.6574352506926,1
MJ9YER2,seg_339,122206,-33.885399810000003,18.593834560000001,-33.884999999999998,18.594000000000001,Plattekloof,-33.877499999999998,18.585555599999999,1
MQE3R88,seg_344,66645,-33.745722780000001,18.999286600000001,-33.746000000000002,18.998999999999999,Drakenstein Ward 28,-33.781879500000002,19.040621503533401,1
NCMIGB7,seg_353,73672,-34.016411100000006,18.61574542,-34.015999999999998,18.616,Cape Town Ward 35,-34.007163749999997,18.616568614235401,1
NL4FSPV,seg_357,149219,-33.834896960000002,18.737298509999999,-33.835000000000001,18.736999999999998,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
NQSL7FX,seg_358,146211,-33.948581169999997,18.485866229999999,-33.948999999999998,18.486000000000001,Mowbray,-33.948333300000002,18.474166700000001,1
NRWU3QW,seg_359,127599,-33.880311970000001,18.673379130000001,-33.880000000000003,18.672999999999998,Cape Town Ward 3,-33.892930700000001,18.659516249907998,1
OFAXGKF,seg_366,84264,-33.940826039999997,18.45708935,-33.941000000000003,18.457000000000001,Cape Town Ward 57,-33.944992399999997,18.461273202271901,1
P7RBBFB,seg_375,129146,-33.928890060000001,18.66247126,-33.929000000000002,18.661999999999999,Cape Town Ward 12,-33.9446984,18.649850221401302,1
Q2V2552,seg_390,146143,-33.920619399999993,18.479161210000001,-33.920999999999999,18.478999999999999,Maitland,-33.922499999999999,18.493055600000002,1
Q54XDYI,seg_391,74512,-33.744508879999998,19.05212341,-33.744999999999997,19.052,Drakenstein Ward 28,-33.781879500000002,19.040621503533401,1
Q75ZW1Q,seg_392,87954,-33.801078799999992,18.8590768,-33.801000000000002,18.859000000000002,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
QM4QKAZ,seg_398,144678,-34.004075690000001,18.629973549999999,-34.003999999999998,18.629999999999999,Cape Town Ward 18,-34.009719349999997,18.639720485473401,1
QORS7OP,seg_399,74273,-33.997650159999999,18.623991369999999,-33.997999999999998,18.623999999999999,Cape Town Ward 18,-34.009719349999997,18.639720485473401,1
QTT8QNT,seg_400,141530,-33.825710309999998,18.770246329999999,-33.826000000000001,18.77,Cape Town Ward 101,-33.8416578,18.744480425458899,1
QUHOO8R,seg_401,118051,-33.88982,18.605338740000001,-33.890000000000001,18.605,Avondale,-33.896122099999999,18.599367300584799,1
QVZKPQD,seg_402,111275,-33.952509790000001,18.532411759999999,-33.953000000000003,18.532,Bridgetown,-33.9563889,18.5305556,1
QXDLKB7,seg_403,143939,-34.060249480000003,18.796950110000001,-34.060000000000002,18.797000000000001,Cape Town Ward 15,-34.067969750000003,18.830013354875199,1
RB56HQI,seg_405,114966,-33.817313030000001,18.800285460000001,-33.817,18.800000000000001,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
RO046L9,seg_407,111067,-33.820648169999998,18.78834505,-33.820999999999998,18.788,Cape Town Ward 101,-33.8416578,18.744480425458899,1
RWSJ6AY,seg_408,82445,-33.938311499999998,18.442958959999999,-33.938000000000002,18.443000000000001,Zonnebloem,-33.932546000000002,18.435047999999998,1
RZK0UM0,seg_411,133603,-33.864037639999999,18.686297830000001,-33.863999999999997,18.686,Cape Town Ward 102,-33.858317550000002,18.681315885458901,1
S55R1TY,seg_416,72735,-33.86679255,18.68169455,-33.866999999999997,18.681999999999999,Cape Town Ward 102,-33.858317550000002,18.681315885458901,1
S9PC5LR,seg_418,62916,-33.744591720000003,19.063653909999999,-33.744999999999997,19.064,Drakenstein Ward 28,-33.781879500000002,19.040621503533401,1
SNTDQP9,seg_423,89837,-33.81160319,18.821455480000001,-33.811999999999998,18.821000000000002,Cape Town Ward 101,-33.8416578,18.744480425458899,1
SPPGKO2,seg_424,60909,-33.857174970000003,18.531255009999999,-33.856999999999999,18.530999999999999,Milnerton,-33.879444399999997,18.496388899999999,1
SSS7BK6,seg_427,128650,-34.019135939999998,18.673080169999999,-34.018999999999998,18.672999999999998,Cape Town Ward 89,-34.018863500000002,18.666227852163001,1
SUP29NG,seg_428,116354,-33.956940410000001,18.545447459999998,-33.957000000000001,18.545000000000002,Welcome,-33.9607685,18.545719046102299,1
SY568EU,seg_429,113033,-33.80268615,18.85255677,-33.802999999999997,18.853000000000002,Cape Town Ward 101,-33.8416578,18.744480425458899,1
TC7A716,seg_438,62682,-34.03754902,18.718597150000001,-34.037999999999997,18.719000000000001,Cape Town Ward 96,-34.041646049999997,18.708175503084298,1
TONSERE,seg_442,150628,-34.082296290000002,18.826694140000001,-34.082000000000001,18.827000000000002,Cape Town Ward 15,-34.067969750000003,18.830013354875199,1
TRTR582,seg_443,66622,-33.805095950000002,18.84395014,-33.805,18.844000000000001,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
U3KP57C,seg_444,71582,-33.958317370000003,18.551136360000001,-33.957999999999998,18.550999999999998,Cape Town Ward 44,-33.963511400000002,18.5461421074328,1
UABQ9EK,seg_445,149824,-33.893583280000001,18.517440390000001,-33.893999999999998,18.516999999999999,Acacia Park,-33.891666700000002,18.5275,1
ULMQMUT,seg_451,146695,-33.79739782,18.876931219999999,-33.796999999999997,18.876999999999999,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
V1BNX3D,seg_456,144351,-33.92088528,18.45663703,-33.920999999999999,18.457000000000001,Woodstock,-33.930555599999998,18.447222199999999,1
V4ITGH1,seg_457,106558,-34.108083880000002,18.860860540000001,-34.107999999999997,18.861000000000001,Cape Town Ward 84,-34.076558200000001,18.9242942496113,1
VBUCV9N,seg_461,142596,-34.13481762,18.921324859999999,-34.134999999999998,18.920999999999999,Cape Town Ward 100,-34.193890000000003,18.8790615181079,1
VO6FQAZ,seg_465,67280,-34.000619010000001,18.6308872,-34.000999999999998,18.631,Cape Town Ward 18,-34.009719349999997,18.639720485473401,1
VWOSZKP,seg_472,98935,-34.046803169999997,18.754445539999999,-34.046999999999997,18.754000000000001,Cape Town Ward 109,-34.061419000000001,18.762202924078899,1
W0EUG1C,seg_474,82069,-34.068359209999997,18.810147749999999,-34.067999999999998,18.809999999999999,Cape Town Ward 15,-34.067969750000003,18.830013354875199,1
WELMR24,seg_479,72253,-34.055358130000002,18.768573880000002,-34.055,18.768999999999998,Cape Town Ward 109,-34.061419000000001,18.762202924078899,1
WG6X4Y0,seg_480,138549,-33.890684110000002,18.676492939999999,-33.890999999999998,18.675999999999998,Cape Town Ward 8,-33.895536249999999,18.6952428171492,1
WJXP54Z,seg_483,148314,-33.783325869999999,18.94549726,-33.783000000000001,18.945,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
WPD6G14,seg_488,65883,-33.797050040000002,18.88022329,-33.796999999999997,18.879999999999999,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
WWFC10X,seg_494,104382,-34.031626940000002,18.704232520000001,-34.031999999999996,18.704000000000001,Cape Town Ward 96,-34.041646049999997,18.708175503084298,1
X17ILML,seg_495,72855,-33.92221,18.43459,-33.921999999999997,18.434999999999999,Cape Town Ward 115,-33.916922149999998,18.4472927830552,1
XINDPM1,seg_502,117631,-34.004580670000003,18.641572450000002,-34.005000000000003,18.641999999999999,Cape Town Ward 89,-34.018863500000002,18.666227852163001,1
XO4JYNU,seg_505,73299,-33.920938329999998,18.461873619999999,-33.920999999999999,18.462,Salt River,-33.9279425,18.477689000000002,1
XPEXW89,seg_507,148215,-34.079973289999998,18.824001890000002,-34.079999999999998,18.824000000000002,Cape Town Ward 15,-34.067969750000003,18.830013354875199,1
XTTWKZM,seg_510,126474,-33.926298150000001,18.662995720000001,-33.926000000000002,18.663,Cape Town Ward 12,-33.9446984,18.649850221401302,1
XTZ54JY,seg_511,146131,-33.799325549999999,18.865514109999999,-33.798999999999999,18.866,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
XW393UI,seg_512,95197,-34.065451969999998,18.805718500000001,-34.064999999999998,18.806000000000001,Cape Town Ward 15,-34.067969750000003,18.830013354875199,1
XZZ3D4U,seg_514,146375,-33.814509800000003,18.545851620000001,-33.814999999999998,18.545999999999999,Cape Town Ward 1,-33.847745099999997,18.556856625766802,1
YGRV6SD,seg_522,68218,-34.058247430000002,18.773363740000001,-34.058,18.773,Cape Town Ward 109,-34.061419000000001,18.762202924078899,1
YLQRLAD,seg_523,151163,-33.939965620000002,18.483898,-33.939999999999998,18.484000000000002,Observatory,-33.936944400000002,18.468333300000001,1
YM2J7ZE,seg_524,142766,-34.110853000000013,18.865286520000002,-34.110999999999997,18.864999999999998,Cape Town Ward 85,-34.115692350000003,18.8460531621573,1
YVR8GT6,seg_531,141962,-34.132237889999999,18.913590300000006,-34.131999999999998,18.914000000000001,Cape Town Ward 100,-34.193890000000003,18.8790615181079,1
Z4HC8K2,seg_535,116634,-34.027576359999998,18.69393079,-34.027999999999999,18.693999999999999,Cape Town Ward 96,-34.041646049999997,18.708175503084298,1
Z4VBV3L,seg_536,61584,-33.809842330000002,18.827747909999999,-33.810000000000002,18.827999999999999,Cape Town Ward 101,-33.8416578,18.744480425458899,1
ZAVM3PJ,seg_537,143312,-33.920444140000001,18.435136289999999,-33.920000000000002,18.434999999999999,Cape Town Ward 115,-33.916922149999998,18.4472927830552,1
ZP9STNM,seg_541,139557,-33.967253339999999,18.57233647,-33.966999999999999,18.571999999999999,Cape Town Ward 40,-33.972198949999999,18.571633856095801,1
03RHJ3G,seg_000,99239,-33.943360050000003,18.459465179999999,-33.942999999999998,18.459,Cape Town Ward 57,-33.944992399999997,18.461273202271901,1
0PU7VDI,seg_009,83328,-34.061932110000001,18.799774419999999,-34.061999999999998,18.800000000000001,Cape Town Ward 15,-34.067969750000003,18.830013354875199,1
0W39BFY,seg_015,111839,-33.940351470000003,18.660367340000001,-33.939999999999998,18.66,Cape Town Ward 12,-33.9446984,18.649850221401302,1
1451FOG,seg_016,144711,-33.786001550000002,18.934693119999999,-33.786000000000001,18.934999999999999,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
16WNX7T,seg_017,141733,-34.084721879999996,18.831687850000002,-34.085000000000001,18.832000000000001,Cape Town Ward 15,-34.067969750000003,18.830013354875199,1
1BB1WRK,seg_018,71307,-33.914963929999999,18.492534160000002,-33.914999999999999,18.492999999999999,Cape Town Ward 56,-33.905433649999999,18.520256266510799,1
1BJRIL1,seg_019,110563,-33.831601329999998,18.53923103,-33.832000000000001,18.539000000000001,Richwood,-33.833055600000002,18.5436111,1
1QSGDUE,seg_026,112639,-33.916929250000003,18.481419249999998,-33.917000000000002,18.481000000000002,Brooklyn,-33.908888900000001,18.4791667,1
24P30PE,seg_030,133728,-33.839311690000002,18.72404907,-33.838999999999999,18.724,Cape Town Ward 102,-33.858317550000002,18.681315885458901,1
2B7HTHS,seg_031,125315,-33.968531640000002,18.587451510000001,-33.969000000000001,18.587,Cape Town Ward 31,-33.963775900000002,18.580144712765701,1
2BTEHF3,seg_032,87520,-34.046462669999997,18.753303070000001,-34.045999999999999,18.753,Cape Town Ward 109,-34.061419000000001,18.762202924078899,1
2FN9T8O,seg_033,139843,-34.015514840000002,18.618123740000001,-34.015999999999998,18.617999999999999,Cape Town Ward 116,-34.026119299999998,18.6376921457442,1
2J6C2D5,seg_034,145564,-34.073543409999999,18.81691301,-34.073999999999998,18.817,Cape Town Ward 15,-34.067969750000003,18.830013354875199,1
2MHBCT2,seg_037,149836,-33.741301810000003,19.009279190000001,-33.741,19.009,Drakenstein Ward 33,-33.738123399999999,18.9961142864876,1
2Q8T4YB,seg_040,68175,-33.906822169999998,18.67275952,-33.906999999999996,18.672999999999998,Cape Town Ward 8,-33.895536249999999,18.6952428171492,1
2XKQDM5,seg_041,143019,-33.917287180000002,18.47955262,-33.917000000000002,18.48,Brooklyn,-33.908888900000001,18.4791667,1
3A5K1RU,seg_046,87867,-33.799763710000001,18.864204829999998,-33.799999999999997,18.864000000000001,Cape Town Ward 101,-33.8416578,18.744480425458899,1
3YS1KQ9,seg_056,141860,-34.007137409999999,18.626820200000001,-34.006999999999998,18.626999999999999,Cape Town Ward 18,-34.009719349999997,18.639720485473401,1
4SJWPE0,seg_067,126326,-33.897089280000003,18.514023309999999,-33.896999999999998,18.513999999999999,Acacia Park,-33.891666700000002,18.5275,1
5093ZHY,seg_071,115292,-33.95001165,18.51107777,-33.950000000000003,18.510999999999999,Kewtown,-33.959444400000002,18.517499999999998,1
5DHNI4S,seg_074,142403,-33.943848209999999,18.48057047,-33.944000000000003,18.481000000000002,Mowbray,-33.948333300000002,18.474166700000001,1
5PYA0N2,seg_078,64827,-34.025840350000003,18.688882490000001,-34.026000000000003,18.689,Cape Town Ward 96,-34.041646049999997,18.708175503084298,1
5QOCGMJ,seg_079,69515,-33.787493929999997,18.926379260000001,-33.786999999999999,18.925999999999998,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
5QTO800,seg_080,151139,-33.845476910000002,18.7145188,-33.844999999999999,18.715,Cape Town Ward 102,-33.858317550000002,18.681315885458901,1
6A90XDM,seg_086,132426,-33.936745200000004,18.661102769999999,-33.936999999999998,18.661000000000001,Cape Town Ward 12,-33.9446984,18.649850221401302,1
6E6M9NN,seg_090,83217,-33.74418318,19.028470259999999,-33.744,19.027999999999999,Drakenstein Ward 28,-33.781879500000002,19.040621503533401,1
71YNY81,seg_099,150254,-34.030429910000002,18.700540780000001,-34.030000000000001,18.701000000000001,Cape Town Ward 96,-34.041646049999997,18.708175503084298,1
727J2TV,seg_100,103264,-34.028865410000002,18.697209170000001,-34.029000000000003,18.696999999999999,Cape Town Ward 96,-34.041646049999997,18.708175503084298,1
7EHES8A,seg_107,129340,-33.966174520000003,18.572220139999999,-33.966000000000001,18.571999999999999,Cape Town Ward 40,-33.972198949999999,18.571633856095801,1
7HICT0R,seg_108,110390,-33.886100429999999,18.579764090000001,-33.886000000000003,18.579999999999998,Northgate,-33.885202900000003,18.5788787848279,1
7O594ZJ,seg_109,70624,-34.070830290000004,18.813872530000001,-34.070999999999998,18.814,Cape Town Ward 15,-34.067969750000003,18.830013354875199,1
7YTZ0EM,seg_113,69261,-33.95407135,18.537565619999999,-33.954000000000001,18.538,Cape Town Ward 52,-33.950078949999998,18.5370265834989,1
812PNMZ,seg_114,109800,-33.822095519999998,18.54264847,-33.822000000000003,18.542999999999999,Richwood,-33.833055600000002,18.5436111,1
87QMHBI,seg_115,69691,-33.949249999999999,18.486180000000001,-33.948999999999998,18.486000000000001,Mowbray,-33.948333300000002,18.474166700000001,1
89VZ0E3,seg_117,64876,-34.001003259999997,18.63353249,-34.000999999999998,18.634,Cape Town Ward 19,-33.9604347,18.670545506248899,1
8LOVJZ3,seg_122,122352,-34.0861898,18.83622196,-34.085999999999999,18.835999999999999,Cape Town Ward 15,-34.067969750000003,18.830013354875199,1
8LSZDSC,seg_123,88277,-34.042336059999997,18.731836520000002,-34.042000000000002,18.731999999999999,Cape Town Ward 109,-34.061419000000001,18.762202924078899,1
8Z5P9T1,seg_131,80993,-34.132762409999998,18.930423780000002,-34.133000000000003,18.93,Cape Town Ward 84,-34.076558200000001,18.9242942496113,1
9FQFQ91,seg_141,67191,-33.923953660000002,18.433214629999998,-33.923999999999999,18.433,Cape Town Ward 115,-33.916922149999998,18.4472927830552,1
9HDQLZ0,seg_142,66032,-33.877205379999999,18.658424119999999,-33.877000000000002,18.658000000000001,Cape Town Ward 21,-33.8641437,18.653580169919699,1
9LMPLRW,seg_143,133512,-33.815869390000003,18.8054542,-33.816000000000003,18.805,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
9NXZ103,seg_144,143202,-33.853109660000001,18.702767340000001,-33.853000000000002,18.702999999999999,Cape Town Ward 102,-33.858317550000002,18.681315885458901,1
A31P11M,seg_149,74868,-34.129674559999998,18.90589765,-34.130000000000003,18.905999999999999,Cape Town Ward 100,-34.193890000000003,18.8790615181079,1
AEY24LO,seg_153,67091,-34.099882610000002,18.85054259,-34.100000000000001,18.850999999999999,Cape Town Ward 83,-34.104782950000001,18.836274725544602,1
AQW5HO1,seg_156,127787,-33.904773419999998,18.505289770000001,-33.905000000000001,18.504999999999999,Cape Town Ward 56,-33.905433649999999,18.520256266510799,1
ASFER6E,seg_157,68258,-33.952711209999997,18.53345362,-33.953000000000003,18.533000000000001,Bridgetown,-33.9563889,18.5305556,1
AUFDV1E,seg_158,103277,-33.76827187,18.968063619999999,-33.768000000000001,18.968,Drakenstein Ward 15,-33.728518350000002,18.927409713066499,1
AZ1BUKH,seg_159,65427,-33.817689489999999,18.798937599999999,-33.817999999999998,18.798999999999999,Cape Town Ward 101,-33.8416578,18.744480425458899,1
B6D0HHC,seg_162,124619,-33.8427346,18.718748479999999,-33.843000000000004,18.719000000000001,Cape Town Ward 102,-33.858317550000002,18.681315885458901,1
B8NRA4K,seg_163,147057,-33.792605309999999,18.90146648,-33.792999999999999,18.901,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
BG1AFJU,seg_167,75265,-33.997605909999997,18.62323949,-33.997999999999998,18.623000000000001,Cape Town Ward 18,-34.009719349999997,18.639720485473401,1
BN3EJU4,seg_170,75205,-33.831064310000002,18.751768349999999,-33.831000000000003,18.751999999999999,Cape Town Ward 101,-33.8416578,18.744480425458899,1
CJ0BLSW,seg_180,69107,-33.877923440000004,18.530661930000001,-33.878,18.530999999999999,Milnerton,-33.879444399999997,18.496388899999999,1
D3349RH,seg_187,144462,-33.799212529999998,18.867406200000001,-33.798999999999999,18.867000000000001,Stellenbosch Ward 18,-33.816676999999999,18.8722946586002,1
D7SS5LM,seg_189,132943,-34.03463258,18.711219509999999,-34.034999999999997,18.710999999999999,Cape Town Ward 96,-34.041646049999997,18.708175503084298,1
EK3DHQ6,seg_205,97592,-34.028116100000005,18.6946604,-34.027999999999999,18.695,Cape Town Ward 16,-34.017595049999997,18.704750788649498,1
EKVTVMV,seg_206,114390,-34.043835880000003,18.741689529999999,-34.043999999999997,18.742000000000001,Cape Town Ward 109,-34.061419000000001,18.762202924078899,1
EKZN1VM,seg_207,96347,-34.00206258,18.633443639999999,-34.002000000000002,18.632999999999999,Cape Town Ward 18,-34.009719349999997,18.639720485473401,1
EUXS47I,seg_210,149017,-33.808331729999999,18.54746213,-33.808,18.547000000000001,Du Noon,-33.816380500000001,18.541674199999999,1
F14EJLW,seg_215,89493,-33.831513620000003,18.749434040000001,-33.832000000000001,18.748999999999999,Cape Town Ward 101,-33.8416578,18.744480425458899,1
